source_repository,source_package,relationship,target_package,constraint
clangarm64,mingw-w64-clang-aarch64-cmake-docs,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cmake-gui,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cmakerc,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cmark,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cmdpack,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cmocka,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cmr,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cninja,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-codeblocks,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-codeblocks-fortranproject,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-codec2,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-codelite,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-coin,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-coin-docs,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-coin-or-asl,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-coin-or-cbc,build-depends-on,mingw-w64-clang-aarch64-cc,
